row_number,customer_id,surname,credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
1142,15716134,Russo,617,France,Male,40,5.0,190008,2,1,1,107047,0
1143,15763625,Hazon,793,Spain,Male,41,9.0,0,2,1,0,152153,0
1144,15605965,Henderson,630,France,Male,43,9.0,0,2,1,1,34338,0
1145,15694821,Hardy,765,Germany,Male,43,4.0,148962,1,0,1,173878,1
1146,15601688,Piccio,546,France,Male,28,8.0,0,1,1,0,159254,0
1147,15575581,Dickson,614,Germany,Female,30,3.0,131344,2,1,0,54776,0
1148,15671209,Holden,593,Germany,Female,29,5.0,101713,3,1,0,134594,0
1149,15616529,Hsieh,613,Spain,Male,34,1.0,0,1,1,1,41724,0
1150,15773906,Doherty,655,France,Male,38,4.0,0,2,0,0,110527,0
1151,15722993,Page,700,France,Female,27,6.0,137963,1,0,0,8996,0
1152,15752463,Samuel,826,Spain,Female,29,1.0,129938,1,0,1,190200,0
1153,15589754,Malloy,652,Germany,Male,45,2.0,151421,1,0,1,115333,0
1154,15669899,Fitts,755,Germany,Female,45,1.0,135643,1,0,0,143619,1
1155,15766887,Iadanza,538,Spain,Male,39,2.0,122773,2,1,1,58467,0
1156,15768006,Wu,729,France,Male,34,3.0,152303,1,1,0,12128,0
1157,15741295,Yefimova,615,France,Male,49,1.0,0,2,1,1,49872,0
1158,15811327,Pan,700,Spain,Male,54,1.0,79415,1,0,1,139735,0
1159,15690007,Ts'ui,434,Germany,Female,58,9.0,125801,2,1,0,60891,1
1160,15690664,Liang,729,Spain,Male,37,10.0,0,2,1,0,100862,0
1161,15719348,Tsao,513,France,Male,35,8.0,0,1,1,0,76640,1
1162,15781802,Abramov,755,France,Male,41,6.0,104817,1,1,0,126013,1
1163,15752731,Millar,615,France,Female,30,9.0,0,1,1,0,87347,0
1164,15600997,Demuth,747,Germany,Female,32,5.0,67495,2,0,1,77370,0
1165,15750776,Genovese,850,France,Female,36,0.0,164850,1,1,1,62722,0
1166,15723907,Lawless,712,Germany,Female,49,5.0,154776,2,0,0,196257,0
1167,15633419,Brooks,622,Germany,Female,28,1.0,143124,2,1,0,81723,0
1168,15702430,Ignatyeva,548,France,Female,35,10.0,0,1,1,1,31299,0
1169,15710456,Balmain,607,France,Female,27,2.0,0,2,1,0,63495,0
1170,15650351,Millar,653,France,Female,38,1.0,102133,1,1,1,166520,0
1171,15590820,Ecuyer,699,Spain,Male,26,6.0,79932,1,0,0,150242,0
1172,15640454,Parkhill,693,Germany,Male,40,0.0,120711,1,0,0,27345,1
1173,15697789,Li Fonti,647,Germany,Female,43,3.0,122717,2,1,1,87000,0
1174,15808182,Beneventi,478,Spain,Female,36,1.0,92363,2,1,0,44912,0
1175,15588670,Despeissis,705,Spain,Female,40,5.0,203715,1,1,0,179978,1
1176,15721292,Atkins,719,Spain,Male,39,1.0,0,2,1,0,145759,0
1177,15604217,Williams,726,France,Male,34,9.0,0,2,0,0,14121,0
1178,15651369,Wright,626,France,Male,21,1.0,0,2,1,0,66232,0
1179,15782454,Hancock,552,France,Male,49,4.0,0,1,1,1,190296,1
1180,15814032,Hsieh,807,Germany,Female,31,1.0,93460,2,0,0,172782,0
1181,15570326,Wilkins,621,France,Male,34,6.0,0,2,1,1,99128,0
1182,15624428,Longo,651,Germany,Female,24,7.0,40224,1,1,1,178341,0
1183,15755638,Mancini,673,France,Female,43,5.0,168069,1,1,1,146992,1
1184,15600992,Madukaego,652,France,Male,36,1.0,0,2,1,1,151314,0
1185,15755649,Winter-Irving,584,Germany,Male,47,7.0,130538,1,1,0,92915,0
1186,15795228,Stewart,756,France,Male,37,3.0,132623,1,1,1,58974,0
1187,15589257,Grant,670,France,Female,35,3.0,103465,2,1,1,174627,0
1188,15719302,Brennan,765,France,Female,50,9.0,126547,1,1,1,79579,1
1189,15639882,She,528,France,Male,30,2.0,128262,2,1,0,50771,0
1190,15791279,Murray,701,France,Male,40,5.0,169742,1,1,1,153537,1
1191,15636935,Rischbieth,797,France,Female,29,1.0,0,2,1,1,132975,0
1192,15686909,Lung,639,Germany,Male,27,3.0,150795,1,0,1,85208,0
1193,15589572,Otutodilichukwu,785,Spain,Female,61,1.0,129855,2,1,0,170214,1
1194,15779947,Thomas,363,Spain,Female,28,6.0,146098,3,1,0,100615,1
1195,15573769,Fiorentini,764,France,Female,24,7.0,0,2,1,0,186105,0
1196,15578866,Hughes,676,France,Female,43,2.0,0,1,1,1,55119,0
1197,15739131,Whitworth,718,Germany,Male,28,1.0,65643,1,1,0,28760,0
1198,15813444,McIntosh,590,Spain,Female,34,6.0,0,2,1,0,171021,0
1199,15678058,Ayers,584,France,Male,38,9.0,104584,1,1,0,176678,0
1200,15769169,Trentino,645,France,Male,41,7.0,0,1,0,1,28667,0
1201,15804602,Boyd,772,Germany,Male,30,6.0,99785,2,0,0,197238,0
1202,15651052,McMasters,399,Germany,Male,46,2.0,127655,1,1,0,139994,1
1203,15724334,Alekseyeva,529,France,Male,22,1.0,0,1,1,0,151169,0
1204,15569451,Miller,463,France,Male,35,1.0,101257,1,1,1,118113,0
1205,15650098,Baranova,630,France,Female,40,1.0,0,2,1,1,34453,0
1206,15724307,Mitchell,780,France,Male,76,10.0,121313,1,0,1,64872,0
1207,15599268,Yobachi,584,Spain,Male,32,5.0,0,2,1,0,10956,0
1208,15594864,Huang,752,Germany,Male,30,4.0,81523,1,1,1,36885,0
1209,15616451,Genovese,697,France,Female,47,6.0,128252,1,1,1,168053,0
1210,15715667,Sorokina,850,France,Female,32,7.0,0,2,0,0,155227,0
1211,15658969,Gray,711,France,Male,51,7.0,0,3,1,0,38409,1
1212,15738174,Ervin,452,France,Female,32,5.0,0,2,0,1,75279,0
1213,15813590,Vance,610,Spain,Male,42,6.0,0,2,1,0,158302,1
1214,15624229,Noble,694,France,Female,22,4.0,0,2,1,1,11525,0
1215,15674148,Milanesi,579,Spain,Male,33,6.0,0,1,1,0,94993,1
1216,15625080,Parkin,745,Spain,Female,54,8.0,0,1,1,0,173912,1
1217,15682528,Cremonesi,572,France,Male,33,5.0,0,1,0,1,41139,0
1218,15696900,Burns,505,Germany,Male,29,3.0,145541,2,1,1,58019,0
1219,15730038,Docherty,706,France,Female,23,5.0,0,1,0,0,164128,1
1220,15812272,Ugonna,693,Germany,Male,44,5.0,124601,2,1,1,46998,1
1221,15654654,L?,725,Germany,Female,33,7.0,115182,2,1,1,177279,0
1222,15697625,Bevan,791,France,Male,37,2.0,163789,2,1,0,75832,0
1223,15616280,Hsia,536,France,Male,46,1.0,65733,1,1,0,61094,0
1224,15654229,O'Neill,699,Spain,Male,47,1.0,0,2,0,1,30117,0
1225,15628298,Johnstone,500,Spain,Female,47,8.0,128486,1,1,0,179227,0
1226,15733387,Pham,707,Spain,Female,53,6.0,109663,1,1,1,52110,0
1227,15775572,Bergamaschi,531,Germany,Female,42,6.0,88324,2,1,0,75248,0
1228,15613844,Murphy,557,France,Female,28,7.0,146445,2,1,0,184317,0
1229,15578515,Osinachi,659,France,Female,38,3.0,0,2,1,0,158553,0
1230,15607598,Muravyov,575,Spain,Female,31,6.0,0,2,1,1,95686,0
1231,15742480,Igwebuike,775,Germany,Male,36,2.0,109949,2,0,1,71682,0
1232,15749482,Zack,772,Spain,Male,30,4.0,78653,1,1,0,1790,0
1233,15607537,Crawford,587,Germany,Male,46,9.0,107850,1,1,0,139431,1
1234,15575410,Chidiegwu,667,Germany,Female,39,4.0,83765,2,1,0,118358,0
1235,15684865,Lucchesi,771,France,Female,66,7.0,143773,1,1,1,130827,0
1236,15600700,Pan,523,Germany,Male,63,6.0,116227,1,1,1,119404,0
1237,15774155,Trevisani,662,Germany,Male,33,0.0,103471,1,1,1,162703,0
1238,15634267,Yudin,717,France,Male,42,5.0,0,2,1,0,172665,0
1239,15619626,Wade,746,France,Male,24,3.0,137492,2,0,1,170142,0
1240,15660422,Chung,569,France,Male,28,7.0,0,2,1,0,73977,0
1241,15617934,Septimus,579,France,Male,36,9.0,129829,1,1,1,60906,0
1242,15760774,Hargraves,519,France,Female,21,1.0,146329,2,1,1,194867,0
1243,15813132,Chukwukadibia,696,Germany,Male,30,4.0,114027,1,1,1,193716,0
1244,15593331,Sidorov,693,Germany,Male,25,1.0,146580,1,0,1,14633,0
1245,15616709,Bunton,587,Germany,Female,38,0.0,132122,2,0,0,31730,0
1246,15658052,Cameron,626,France,Female,44,1.0,81553,1,1,0,20063,1
1247,15721189,Kung,666,France,Female,66,7.0,0,2,1,1,99792,0
1248,15711288,Hay,512,France,Male,24,6.0,0,2,1,0,37654,0
1249,15770030,Conti,689,Spain,Female,28,3.0,0,2,1,1,192449,0
1250,15803681,Sims,803,France,Female,26,4.0,0,2,1,1,181208,0
1251,15702789,Carter,548,Germany,Male,32,5.0,175214,1,1,1,155165,0
1252,15814930,McGregor,588,Germany,Female,40,10.0,125534,1,1,0,121504,1
1253,15658306,Lo,693,France,Male,68,4.0,97705,1,1,1,61569,0
1254,15699523,Chu,499,Germany,Female,55,4.0,126817,2,1,0,123269,0
1255,15610383,Dumetolisa,628,France,Female,46,1.0,46870,4,1,0,31272,1
1256,15615032,Peng,624,Spain,Male,46,3.0,0,2,1,1,62825,0
1257,15781989,Drake-Brockman,733,France,Male,42,9.0,120094,1,1,0,184056,0
1258,15647402,Wan,628,France,Female,38,3.0,0,2,1,1,48924,0
1259,15740494,Cameron,633,France,Female,33,3.0,0,2,1,0,191111,0
1260,15701265,Tretiakov,559,Germany,Female,36,1.0,104356,2,0,1,54184,0
1261,15743532,Ball,704,Germany,Male,27,5.0,147004,1,1,0,64381,1
1262,15794870,Sal,744,Germany,Male,38,6.0,73023,2,1,0,78770,0
1263,15747591,Chung,665,Spain,Female,40,1.0,173432,1,0,1,116766,0
1264,15726557,Lai,638,France,Female,42,7.0,165679,1,0,0,32916,0
1265,15732199,Gether,837,Spain,Male,31,9.0,104678,1,0,1,50972,0
1266,15662291,Davidson,534,France,Female,55,1.0,116973,3,1,0,122066,1
1267,15749050,Justice,548,France,Female,36,3.0,0,1,1,0,65996,0
1268,15781586,Osonduagwuike,837,Germany,Male,38,2.0,126732,1,1,1,79577,0
1269,15617078,Ewing,658,France,Female,44,6.0,148481,1,1,0,130529,0
1270,15723339,Chin,554,France,Female,38,4.0,137654,2,1,1,172629,0
1271,15671322,Chiang,724,Germany,Male,30,7.0,115315,1,1,0,15216,0
1272,15793854,Ahmed,723,France,Male,42,2.0,99095,1,1,1,17512,0
1273,15756539,Marshall,585,Germany,Female,39,7.0,165610,2,0,0,131852,0
1274,15612064,Tsou,474,France,Male,33,5.0,0,2,1,0,181945,1
1275,15625916,Chien,562,Spain,Male,32,6.0,161628,1,1,0,91482,0
1276,15683195,Ubanwa,719,France,Male,32,9.0,146605,1,1,1,77119,0
1277,15690182,Kapustin,635,Germany,Male,37,5.0,113488,1,1,0,95611,1
1278,15721719,Calabresi,743,France,Male,42,7.0,77002,2,1,1,80428,0
1279,15641690,Hsiao,681,Spain,Male,67,7.0,0,2,0,1,163714,0
1280,15634896,Grant,521,France,Female,39,6.0,0,2,0,1,27375,0
1281,15671590,H?,741,Spain,Male,25,4.0,0,2,1,1,73873,0
1282,15779182,Chia,790,Spain,Male,46,1.0,182364,1,0,0,139266,1
1283,15778287,Ugoji,622,France,Male,35,8.0,0,2,1,1,131772,0
1284,15609510,Gregory,669,France,Male,45,7.0,149364,1,0,1,173454,0
1285,15742229,Mackay,583,France,Male,59,7.0,127450,1,0,1,67552,0
1286,15658532,Nnamutaezinwa,520,Spain,Female,63,5.0,162278,1,1,1,34765,0
1287,15590993,Findlay,579,Spain,Male,37,5.0,152212,2,0,0,120219,0
1288,15565701,Ferri,698,Spain,Female,39,9.0,161993,1,0,0,90212,0
1289,15597239,Ku,548,Spain,Male,39,7.0,131468,1,1,0,164975,0
1290,15688880,Amechi,672,Germany,Male,40,10.0,102980,1,1,0,1285,1
1291,15813917,Kirk,653,Germany,Male,31,9.0,143321,1,1,0,83679,0
1292,15679611,Andrews,734,Spain,Female,37,2.0,130404,1,0,0,34548,0
1293,15636589,Murray,794,France,Female,41,7.0,0,2,1,1,74275,0
1294,15687752,Griffin,641,France,Male,30,2.0,87505,2,0,1,7278,0
1295,15584363,Longstaff,824,France,Male,30,0.0,133634,1,1,1,162053,0
1296,15737748,McWilliam,534,Spain,Female,33,3.0,151233,1,0,0,199336,0
1297,15803365,Coffee,653,Spain,Male,55,2.0,70263,1,0,1,62347,0
1298,15793247,Hancock,498,France,Male,34,5.0,0,2,1,1,91711,0
1299,15572360,Clark,683,France,Male,30,10.0,57657,1,0,0,79240,0
1300,15795166,Creswell,618,Germany,Male,42,8.0,153572,2,1,1,76679,0
1301,15724620,Dodds,538,France,Male,37,1.0,134752,1,1,0,162511,0
1302,15800856,Ewen,643,Spain,Male,34,3.0,83132,1,1,1,21360,0
1303,15671097,Carter,428,France,Female,31,1.0,0,2,1,0,54487,0
1304,15683930,Ch'iu,593,Germany,Female,32,9.0,134096,2,1,0,53931,1
1305,15749004,Tsao,718,France,Female,31,0.0,118100,2,1,0,103165,0
1306,15800434,Burgess,811,Germany,Male,52,10.0,76915,1,0,0,146359,1
1307,15709117,Fanucci,823,Spain,Female,46,3.0,81576,1,1,1,28370,1
1308,15638806,Blackburn,645,Spain,Male,49,2.0,0,2,0,0,10023,0
1309,15662294,Bennett,710,France,Male,33,10.0,118327,2,1,1,192928,0
1310,15690079,Boniwell,591,Spain,Male,30,1.0,124857,2,0,0,50485,0
1311,15759317,Vasilieva,748,Germany,Female,27,2.0,90971,1,1,1,131662,0
1312,15750497,Longo,850,France,Female,37,7.0,153147,1,1,1,152235,0
1313,15596181,Kwemto,542,France,Male,38,8.0,65942,1,1,1,68093,1
1314,15576602,Lawrence,809,France,Male,38,3.0,0,2,1,1,80061,0
1315,15644833,Duncan,675,France,Male,54,2.0,0,1,1,0,149583,1
1316,15734634,Bocharova,607,Spain,Female,27,5.0,100912,1,0,0,7631,0
1317,15808689,Morres,850,France,Female,31,4.0,0,2,1,1,33082,0
1318,15720702,Shih,789,France,Male,37,3.0,0,1,1,0,121883,1
1319,15665077,Vogel,598,France,Female,43,5.0,0,3,1,1,100722,1
1320,15763612,T'an,756,Germany,Male,41,2.0,124439,2,0,1,47093,0
1321,15596493,Wisdom,687,France,Female,47,7.0,0,2,1,1,177624,0
1322,15704483,Lorenzo,724,France,Male,40,6.0,0,2,0,0,106149,0
1323,15598846,Shahan,700,France,Female,44,2.0,58781,1,1,0,16874,0
1324,15629244,Bryant,635,Spain,Male,50,7.0,159453,2,0,0,54560,1
1325,15765537,Liang,687,Germany,Male,26,2.0,142721,1,1,1,153605,0
1326,15729975,Chidozie,613,France,Female,46,8.0,167795,1,0,1,44390,0
1327,15682773,Hayward,781,France,Female,38,3.0,128345,2,1,0,63218,0
1328,15688007,Liu,703,Spain,Male,20,3.0,165260,1,1,1,41626,0
1329,15574331,Alexeeva,593,Germany,Female,62,3.0,118233,1,0,1,24765,1
1330,15645572,Calabresi,743,France,Female,40,6.0,0,1,1,0,28280,1
1331,15742854,Lettiere,640,Spain,Female,46,8.0,0,2,1,0,89043,0
1332,15575417,Chou,849,Germany,Male,37,7.0,143452,2,1,1,17294,0
1333,15796721,Nnamutaezinwa,778,France,Male,38,3.0,145018,2,1,1,126702,0
1334,15734942,Nnamutaezinwa,539,Germany,Female,38,8.0,82407,1,1,0,13123,0
1335,15664772,Greece,489,Germany,Male,28,1.0,79460,2,1,1,167973,0
1336,15576683,Yin,568,Spain,Female,43,9.0,0,1,1,0,125870,1
1337,15682563,Larionova,618,Spain,Male,38,5.0,126473,1,1,0,91972,0
1338,15650889,Golubev,710,Germany,Female,30,10.0,133537,2,1,0,155593,0
1339,15612108,Norman,625,France,Male,52,5.0,164978,1,1,1,67788,0
1340,15761132,Capon,682,Spain,Male,46,7.0,128029,1,1,1,62615,0
1341,15645511,Chukwudi,727,Spain,Male,43,2.0,97403,1,1,1,107415,1
1342,15609824,Fedorov,794,France,Female,41,7.0,176845,3,1,0,166526,1
1343,15640268,Avdeeva,652,Spain,Male,71,1.0,0,1,1,1,120107,0
1344,15645778,Reid,670,Spain,Male,42,3.0,81589,1,1,0,188227,0
1345,15691104,Kennedy,460,Germany,Female,40,6.0,119507,2,1,0,91560,1
1346,15714567,Chan,568,Spain,Female,26,6.0,0,2,0,0,166495,0
1347,15777826,Wofford,643,France,Male,30,5.0,94443,1,1,1,165614,0
1348,15668445,Mai,521,France,Male,37,2.0,0,2,1,1,86372,0
1349,15576162,King,615,France,Male,32,7.0,92199,1,1,1,2755,0
1350,15778135,T'ao,575,Spain,Male,43,3.0,0,1,1,0,83594,0
1351,15613141,Hsu,717,France,Female,41,3.0,135756,1,1,1,103706,0
1352,15635435,White,648,France,Female,54,9.0,120633,1,0,0,5924,1
1353,15596552,Stephens,535,Germany,Male,48,5.0,134542,1,1,1,58203,1
1354,15623644,Frolov,626,Spain,Male,29,7.0,0,2,1,0,49361,0
1355,15683403,Lombardi,611,Spain,Male,52,7.0,0,1,0,1,73585,1
1356,15615029,Munro,734,Spain,Male,39,6.0,0,1,1,1,95135,0
1357,15769005,Hayward,709,France,Male,49,4.0,154344,2,1,1,38794,0
1358,15746326,Fields,591,France,Male,43,3.0,0,2,0,1,198926,0
1359,15722364,Onwumelu,664,France,Male,43,9.0,189026,2,1,1,56099,0
1360,15704954,Suffolk,431,France,Male,37,0.0,120764,1,1,1,117023,0
1361,15694409,Tsao,647,Germany,Female,22,3.0,97975,2,0,1,62083,0
1362,15754068,Judd,578,France,Male,32,4.0,0,2,1,1,141822,0
1363,15683841,Hamilton,555,Germany,Male,41,10.0,113270,2,1,1,185387,0
1364,15789095,T'ang,775,Spain,Male,30,4.0,0,2,0,1,57461,0
1365,15719958,Degtyarev,850,Germany,Male,39,3.0,124548,2,1,1,120380,0
1366,15689514,Kang,625,France,Male,43,8.0,201696,1,1,0,133020,1
1367,15621353,Hudson,645,Spain,Female,37,7.0,0,2,1,0,13589,0
1368,15627232,Jibunoh,608,Germany,Male,44,7.0,114203,1,1,1,77830,1
1369,15745843,Kinlaw,689,Spain,Female,31,1.0,0,2,1,1,136610,0
1370,15722902,Chizuoke,652,Germany,Male,50,8.0,125437,1,1,1,17160,1
1371,15791767,Lucciano,769,France,Female,26,7.0,0,2,1,0,176843,0
1372,15792722,Omeokachie,611,France,Female,43,8.0,64897,1,1,0,114996,0
1373,15723006,Gorbunova,489,France,Male,38,8.0,0,2,0,1,196990,0
1374,15771942,Tikhonov,528,Germany,Female,46,9.0,135555,1,1,0,133146,1
1375,15774738,Campa,632,France,Male,44,3.0,107764,1,1,0,185667,0
1376,15574004,Mancini,429,France,Female,27,6.0,117307,2,1,1,24020,0
1377,15587233,Donoghue,457,France,Male,41,1.0,73700,3,1,1,185750,1
1378,15808228,Tuan,768,Spain,Female,44,6.0,60603,1,1,1,178045,0
1379,15682834,Johnstone,715,Spain,Female,35,4.0,40169,2,1,1,199857,0
1380,15571752,Romani,668,Germany,Female,32,1.0,92041,1,1,1,43595,0
1381,15743067,Fuller,625,Germany,Male,26,3.0,130483,1,1,0,122810,0
1382,15714466,Baxter,846,France,Female,41,1.0,0,3,1,0,3440,1
1383,15617982,Pirozzi,661,Spain,Female,42,3.0,0,2,1,0,35989,0
1384,15696637,Sung,571,France,Female,23,10.0,151097,1,0,1,17163,0
1385,15690647,Rogers,582,Spain,Female,46,8.0,67563,1,1,0,44506,1
1386,15672756,Mills,716,France,Female,35,8.0,112808,1,0,1,17848,0
1387,15704586,Osonduagwuike,758,France,Female,42,7.0,0,2,0,1,76209,0
1388,15674526,Byrne,725,France,Male,66,4.0,86459,1,1,1,141476,0
1389,15775295,McIntyre,630,France,Female,40,0.0,118633,1,0,1,60032,1
1390,15684196,Aitken,627,France,Female,55,1.0,159441,1,1,0,100686,1
1391,15727281,Macintyre,653,France,Female,27,9.0,0,2,1,0,96429,0
1392,15787835,Simpson,775,Germany,Female,38,1.0,125212,2,1,1,15795,1
1393,15730540,Simpson,794,Spain,Male,45,8.0,88656,2,1,0,116547,0
1394,15646276,Metcalfe,831,France,Female,32,2.0,146033,1,1,0,191260,0
1395,15582180,Lees,561,France,Male,29,9.0,120268,1,1,1,173870,0
1396,15697095,Zetticci,705,Spain,Male,46,7.0,0,2,1,0,117273,0
1397,15748797,Dale,636,Spain,Female,33,0.0,0,1,1,0,92277,1
1398,15754796,Byrne,487,Germany,Female,46,4.0,135070,2,1,1,44244,1
1399,15628947,Praed,693,France,Female,38,3.0,0,2,0,0,78133,1
1400,15775546,Laurens,517,Spain,Female,29,5.0,0,2,1,0,103402,0
1401,15670481,Woods,684,France,Female,27,9.0,122550,2,0,1,137835,0
1402,15619029,Bykov,620,Spain,Female,43,2.0,0,2,1,0,20670,0
1403,15613282,Vorobyova,757,France,Male,29,8.0,130306,1,1,0,77469,0
1404,15721487,Pirogova,739,France,Female,27,6.0,0,1,1,1,57572,0
1405,15797276,Sturt,662,Spain,Female,41,4.0,90350,1,1,0,75884,1
1406,15612494,Panicucci,359,France,Female,44,1.0,128747,1,1,0,146955,1
1407,15629617,Cook,572,Spain,Male,23,2.0,126873,1,0,1,67040,0
1408,15600821,Hardy,721,France,Male,69,2.0,108424,1,1,1,178418,0
1409,15579062,Chu,707,France,Male,32,9.0,0,2,0,0,30807,0
1410,15814268,Franklin,444,France,Female,40,5.0,84350,1,1,0,143835,0
1411,15710164,P'eng,523,France,Female,73,7.0,0,2,0,0,130883,1
1412,15693904,Chiang,685,Germany,Female,30,4.0,84958,2,0,1,194343,0
1413,15588986,Grant,673,Germany,Female,29,4.0,99097,1,1,1,9796,0
1414,15797733,Udobata,503,Germany,Male,30,10.0,136622,2,0,0,47310,0
1415,15620507,Siciliani,485,Germany,Female,30,5.0,156771,1,1,1,141148,0
1416,15685150,Evans,799,Germany,Male,28,7.0,167658,2,1,1,111138,0
1417,15667651,Young,585,Spain,Female,33,8.0,0,2,1,0,114182,0
1418,15774166,Mitchell,607,Germany,Female,24,2.0,109483,2,0,1,127560,0
1419,15649280,Lucchese,521,Germany,Female,40,9.0,134504,1,1,0,18082,0
1420,15705657,Hewitt,535,France,Female,44,2.0,114427,1,1,1,136330,0
1421,15753969,K'ung,724,Spain,Male,45,5.0,83888,1,0,1,34121,0
1422,15742378,Swaim,520,Germany,Male,32,5.0,110029,1,1,0,56246,0
1423,15794874,Quinones,696,Spain,Male,41,9.0,127523,1,0,1,191417,0
1424,15589221,Kennedy,657,Germany,Male,30,1.0,139762,2,1,1,23317,0
1425,15596671,Endrizzi,603,Spain,Female,42,8.0,91611,1,0,0,144675,1
1426,15583668,Ludowici,726,France,Female,42,2.0,109471,1,0,1,175161,0
1427,15710206,Larson,591,France,Female,39,4.0,150500,1,1,0,14928,0
1428,15799966,Chigolum,792,Germany,Female,59,9.0,101609,1,0,0,161479,1
1429,15794560,Maclean,550,France,Male,57,5.0,0,1,1,1,133501,0
1430,15626485,Lu,601,France,Female,26,8.0,78892,1,1,1,23703,0
1431,15703143,Tuan,820,France,Female,29,3.0,82344,1,0,1,115985,0
1432,15809772,Glover,667,France,Male,48,2.0,0,1,1,0,43229,0
1433,15687959,Landman,573,Spain,Female,44,4.0,0,1,1,1,94862,0
1434,15585282,Trevisano,755,France,Male,62,1.0,127706,2,0,1,142377,0
1435,15714993,Longo,552,France,Female,41,9.0,124349,1,1,0,135635,0
1436,15596021,K?,598,Spain,Male,44,1.0,0,2,1,0,148487,0
1437,15646615,Muir,576,Germany,Male,28,1.0,119336,2,0,1,58976,0
1438,15742632,Alexeyeva,670,France,Female,31,1.0,0,1,0,1,76254,0
1439,15574068,Norman,504,Germany,Male,56,9.0,104217,1,0,0,55857,1
1440,15806967,Simmons,778,France,Female,65,7.0,0,1,1,1,77867,0
1441,15796334,Chukwualuka,558,Germany,Male,39,10.0,144757,1,1,0,22878,1
1442,15688713,McCall,627,Spain,Male,44,6.0,0,1,1,1,114469,0
1443,15796179,Moore,683,France,Male,43,8.0,0,1,1,0,96754,0
1444,15598751,Ingram,556,France,Female,43,1.0,0,3,0,0,125154,1
1445,15703019,Okeke,583,France,Female,38,10.0,0,2,0,1,113597,0
1446,15646302,Shao,705,France,Female,24,7.0,100169,1,1,0,121408,0
1447,15680855,Iloabuchi,637,France,Male,33,2.0,145731,1,0,1,109219,0
1448,15697311,Nebechukwu,697,Spain,Male,56,1.0,110802,1,1,1,50230,1
1449,15585367,Diribe,555,Germany,Female,46,4.0,120392,1,1,0,177719,1
1450,15726556,Macgroarty,594,Germany,Female,26,1.0,135067,2,0,0,131211,0
1451,15676242,Artemova,632,Spain,Male,31,3.0,136556,1,1,0,82152,1
1452,15684198,McDonald,551,France,Female,38,10.0,0,2,1,1,216,0
1453,15774882,Mazzanti,687,France,Female,35,3.0,99587,1,1,1,1713,1
1454,15714227,Kelly,672,France,Female,53,7.0,0,1,1,1,136910,0
1455,15608653,Davison,521,Spain,Female,34,7.0,70731,1,1,1,20243,1
1456,15784280,Reilly,686,Germany,Male,35,2.0,109342,2,0,1,86043,0
1457,15789546,Ojiofor,639,Spain,Male,28,8.0,0,2,1,0,126561,0
1458,15590320,Shelton,850,France,Male,66,4.0,0,2,0,1,64350,0
1459,15678385,Lange,465,France,Male,25,2.0,78247,2,1,1,10472,0
1460,15571778,Trentini,817,France,Female,55,10.0,117561,1,1,0,95941,1
1461,15657085,Gardiner,578,France,Male,23,10.0,88980,1,1,1,125222,0
1462,15640627,Wan,611,Spain,Male,34,4.0,0,2,1,0,170950,0
1463,15566211,Hsu,616,Germany,Female,41,1.0,103560,1,1,0,236,1
1464,15669293,Hovell,517,France,Male,37,5.0,113308,1,0,1,31517,0
1465,15595067,Zhirov,637,Spain,Female,40,6.0,0,2,1,1,181610,0
1466,15753566,Espinosa,806,France,Female,32,3.0,63763,1,1,0,156593,0
1467,15650391,Wallace,633,France,Female,29,7.0,169988,1,1,0,4272,0
1468,15681843,Barbour,624,Germany,Female,35,0.0,180303,2,1,0,163587,0
1469,15814846,Ozerova,691,France,Male,52,3.0,0,1,1,0,175843,1
1470,15670374,Wright,819,Germany,Female,49,1.0,120656,4,0,0,166164,1
1471,15762332,Ulyanova,568,Germany,Female,31,1.0,61592,2,1,1,61796,0
1472,15700223,Steiner,806,France,Male,48,4.0,164701,1,1,1,21439,0
1473,15729956,Akabueze,726,Spain,Female,26,1.0,80780,1,1,1,19225,0
1474,15594862,Aleksandrova,552,France,Male,36,8.0,0,2,0,0,132547,0
1475,15598782,Pinto,755,Germany,Female,30,6.0,154221,2,0,1,62688,0
1476,15745080,Griffiths,634,France,Male,26,8.0,0,1,1,0,21760,0
1477,15703399,McNeil,756,France,Female,26,5.0,101641,2,0,1,154460,0
1478,15732175,Bruno,776,France,Male,37,2.0,0,1,0,1,8065,0
1479,15630725,Johnson,649,France,Female,45,5.0,92786,1,1,0,173365,1
1480,15640260,Okorie,595,Germany,Male,32,8.0,131081,2,1,1,69428,0
1481,15716822,Moen,646,France,Male,30,5.0,98014,1,1,1,12757,0
1482,15583748,McGuigan,592,Spain,Male,38,8.0,0,2,1,0,180426,0
1483,15605968,Fancher,574,France,Male,26,8.0,97460,1,1,1,43093,0
1484,15790683,Matthews,850,France,Male,36,1.0,104077,2,0,1,68594,0
1485,15607713,Kaeppel,850,Spain,Female,29,1.0,0,2,1,1,197996,0
1486,15700212,Shih,475,France,Female,46,10.0,0,2,0,0,122953,1
1487,15626710,Yudina,642,France,Female,39,4.0,0,1,1,1,76821,0
1488,15716491,Akabueze,710,Spain,Female,51,4.0,93656,1,0,1,141400,1
1489,15625824,Kornilova,596,Spain,Male,30,6.0,121345,4,1,0,41921,1
